BARGAINTERMS_PRICE;PRICE_SQM;FLOORS_MAX;ROOMSCOUNT;TOTALAREA;LIVINGAREA;KITCHENAREA;REPAIRTYPE;COMBINEDWCSCOUNT;SEPARATEWCSCOUNT;BALCONIESCOUNT;LOGGIASCOUNT
9200000;173585;;3;53;36;5;косметический ремонт;;1;0;0
6900000;205714;;1;35;;10;косметический ремонт;0;1;1;0
6700000;143469;;2;46,7;26,9;8;;;1;0;1
6620000;106774;19;2;62;33;8;евроремонт;;1;1;
7523000;77797;4;3;96,7;56,4;25,3;требуется ремонт;;;;1
3750000;181159;10;;20,7;;6;требуется ремонт;0;1;1;0
5150000;143056;10;1;36;;;требуется ремонт;1;0;0;1
32000000;177778;;5;180;;;дизайнерский ремонт;0;2;0;4
4050000;126563;;1;32;19;5,5;косметический ремонт;1;;1;
7150000;137500;8;2;52;26,9;8;требуется ремонт;;1;;1
8300000;135634;18;2;62,3;25;25;косметический ремонт;0;1;0;1
5250000;151429;17;1;35;15;10;евроремонт;1;;1;
7200000;133929;;2;56;35;11;косметический ремонт;;1;1;
4650000;170690;8;;29;12;5;требуется ремонт;;1;1;1
5600000;158904;18;1;36,5;;;евроремонт;0;1;1;0
5250000;147887;;1;35,5;15,5;8,7;требуется ремонт;1;;;1
6200000;183976;26;1;33,7;11,6;10,7;косметический ремонт;1;;;
5500000;153425;18;1;36,5;18,5;10,2;косметический ремонт;;;1;
9200000;131597;18;3;72,19;44,5;10,3;косметический ремонт;;1;;1
5100000;141667;10;1;36;15;10;требуется ремонт;1;;;1
5200000;144044;;1;36,1;18,9;8,5;косметический ремонт;0;0;0;0
9800000;161538;18;2;65;34;11,4;требуется ремонт;0;1;1;0
5200000;115556;;2;45;30;8;косметический ремонт;;1;1;2
11650000;107771;25;3;108,1;68,5;12,7;;;;;
7200000;173494;19;1;41,5;16,8;11,6;;1;;1;
20300000;236047;;2;86;45,8;16,6;;1;;1;0
10500000;97222;23;3;108;70;13;требуется ремонт;;1;;1
1650000;57419;;2;35;22;5;требуется ремонт;1;1;;
8900000;157801;26;3;56,4;33,9;8;косметический ремонт;1;1;;
7700000;143925;10;2;53,5;31;;евроремонт;;1;;
5600000;150524;17;1;42;14,2;13,2;евроремонт;1;;;1
8200000;186364;;2;44;29;6;косметический ремонт;;1;1;
5150000;190741;;1;27;16,5;4;;;;;
11000000;152144;26;3;72,3;;12,6;косметический ремонт;0;1;1;0
8500000;151515;26;2;56,1;;;косметический ремонт;;1;;
7100000;358586;26;;19,8;14,5;;евроремонт;1;;0;0
5400000;142105;17;1;38;18;10;евроремонт;1;;1;
4200000;157303;18;;26,7;16,5;;евроремонт;1;0;0;1
15500000;155000;8;3;100;65;25;дизайнерский ремонт;0;2;1;0
5700000;143902;;1;41;17;12;косметический ремонт;0;0;0;1
6750000;127358;5;2;53;30;9;требуется ремонт;1;1;1;0
4000000;129032;;1;31;18;6;косметический ремонт;1;;;1
3800000;168889;;;22,5;;;косметический ремонт;1;0;1;0
5000000;250000;26;;20;9,4;5;евроремонт;1;;;
6550000;174202;26;1;37,6;10,2;18,2;косметический ремонт;1;;0;
5300000;98148;19;2;54;28;9;косметический ремонт;;1;;1
9500000;266667;26;2;36;10;17;косметический ремонт;0;1;1;0
7400000;154959;8;2;48,4;26,2;10,2;требуется ремонт;0;1;0;1
6500000;141612;;2;45,9;26,3;7,9;требуется ремонт;0;1;0;1
8900000;157801;26;2;56,4;22,9;19;;;2;;
9700000;269444;26;2;36;20;7;косметический ремонт;1;0;0;0
9700000;269444;26;2;36;20;7;косметический ремонт;1;0;0;0
5300000;196296;26;1;27;22;5;дизайнерский ремонт;1;;;1
4700000;197479;;1;23,8;17,8;6;;;;;
5700000;186885;;1;30,5;14;;косметический ремонт;1;;;1
3990000;133000;;1;30;19;10;косметический ремонт;;;;
6500000;128458;10;2;50,6;27;9,7;требуется ремонт;0;1;0;1
11950000;110546;23;3;108,1;66,6;12,7;;1;1;0;1
10800000;162406;16;3;66,5;40;12;евроремонт;;1;;
4900000;175000;26;1;28;15;6;;0;1;0;1
13750000;259434;26;2;53;20,3;19,5;косметический ремонт;1;1;;
6100000;157623;16;1;38,7;15,9;14,6;евроремонт;1;;;
11000000;130797;23;3;84,1;38,8;17;требуется ремонт;1;1;0;1
6898000;163460;26;1;42,2;15,3;16;косметический ремонт;;1;;
7700000;175399;19;1;43,9;;14,5;требуется ремонт;1;0;1;0
15500000;260943;;2;59,4;;15,1;требуется ремонт;0;0;0;0
5100000;150000;26;1;34;14,2;9;требуется ремонт;1;;;1
6950000;199140;;1;34,9;19,9;9,9;косметический ремонт;1;0;1;0
12000000;119820;16;3;100,15;60;16;требуется ремонт;2;;1;
4920000;86316;;2;57;32,6;8,2;требуется ремонт;;1;;1
5700000;121277;9;1;47;21,4;12,5;требуется ремонт;1;;;1
11890000;127302;;3;93,4;;;требуется ремонт;1;1;0;1
7850000;89714;5;3;87,5;51,3;12,3;требуется ремонт;1;1;1;0
6100000;150617;;1;40,5;;;косметический ремонт;1;0;0;0
7950000;133613;;2;59,5;30,7;10;евроремонт;;2;;2
13500000;133399;;3;101,2;;;требуется ремонт;0;0;0;1
9100000;178431;;2;51;30;8;;;;;
10500000;141892;;3;74;47,6;6,7;;;;;
6700000;145969;8;2;45,9;26,2;8,5;;;;;
6800000;117241;19;2;58;30,5;11;требуется ремонт;0;1;1;0
5300000;173203;8;1;30,6;14;8;требуется ремонт;1;0;1;1
8750000;121528;26;3;72;44,5;12,6;требуется ремонт;;1;;1
4800000;193548;26;;24,8;;;евроремонт;1;0;0;1
5100000;137838;18;1;37;14;10,8;косметический ремонт;1;;;1
7800000;60465;;4;129;64;35;;;;;
9900000;237981;26;1;41,6;10,6;21;косметический ремонт;;;;
12400000;206667;26;2;60;23;22;требуется ремонт;0;1;;
9950000;131094;;3;75,9;55;17,5;евроремонт;;1;1;0
6120000;122593;;3;54;;;косметический ремонт;;1;1;
6700000;145652;;2;46;;10;требуется ремонт;;1;;
6620000;123048;19;2;53,8;33;8,2;евроремонт;;1;1;
7200000;130862;17;2;55,02;;13,6;косметический ремонт;0;1;1;0
7400000;175355;26;2;42,2;15,3;16;евроремонт;;1;1;0
11300000;114826;16;3;98,41;61,6;13,5;требуется ремонт;2;;;1
4599000;229950;26;;20;15;5;косметический ремонт;1;;;
7700000;145283;10;2;53;;14;;;;;
11900000;226236;;2;52,6;31;8,8;косметический ремонт;0;1;0;1
10150000;134794;19;3;75,3;42;12,8;дизайнерский ремонт;;1;;1
8300000;134831;18;3;62,3;38,6;7;косметический ремонт;0;1;;
4350000;124286;7;1;35;20;10;косметический ремонт;0;0;1;0
6800000;165854;19;1;41;;12,8;требуется ремонт;0;1;1;0
14500000;145000;8;3;100;65;25;дизайнерский ремонт;;1;1;0
6800000;136000;18;2;50;28;9;евроремонт;0;1;1;0
9400000;159052;18;2;59,1;23;20,8;косметический ремонт;0;2;0;0
6500000;182073;;1;35,7;10,1;17;косметический ремонт;1;0;0;0
4100000;168000;18;;25;;;косметический ремонт;1;0;0;1
9700000;277143;26;1;35;;;;;;;
9200000;220624;32;1;41,7;12,6;14,8;требуется ремонт;1;0;0;0
11500000;117347;23;2;98;38;21;требуется ремонт;2;0;1;1
6950000;184211;26;2;38;20;8,5;косметический ремонт;1;;;
4700000;88346;19;2;53,2;29;;требуется ремонт;1;;;
7200000;153191;8;2;47;26;9;;;;;
6800000;178947;26;1;38;25;5;;1;;;
4700000;235000;26;;20;;;евроремонт;1;;;
5550000;113265;;2;49;24,5;8,5;косметический ремонт;0;1;0;1
7050000;128979;10;2;54,66;30;10;требуется ремонт;0;1;0;1
15500000;260943;;2;59,4;20;15,1;требуется ремонт;;1;1;0
5200000;152941;;1;34;15,5;15,5;требуется ремонт;1;0;0;1
6800000;103030;5;2;66;39;14;косметический ремонт;0;1;0;0
14960000;137248;;3;109;;;требуется ремонт;1;0;0;1
6500000;125000;;3;52;34;6;косметический ремонт;1;0;1;0
4700000;123684;4;1;38;15;13;косметический ремонт;1;;2;
7900000;146568;18;2;53,9;29,3;12;косметический ремонт;;1;;1
4900000;196000;10;;25;;;дизайнерский ремонт;0;0;0;0
14800000;217647;;2;68;31;17;;;;;
15500000;134783;23;3;115;78;17;;;2;;1
3800000;183575;;;20,7;15;1;требуется ремонт;1;;;1
5500000;177419;8;1;31;14;8;;;;0;0
8200000;147217;19;2;55,7;31;11;евроремонт;0;1;0;1
10500000;173267;;3;60,6;43,3;6;косметический ремонт;;1;1;
3735200;203000;6;1;18,4;10;4;требуется ремонт;1;0;0;0
5280000;146667;10;1;36;;8,2;требуется ремонт;0;1;1;0
7700000;101316;;3;76;45,2;12;евроремонт;0;1;0;0
6800000;136000;8;2;50;27;9;требуется ремонт;;1;1;
7300000;162222;18;2;45;24,5;9,7;косметический ремонт;1;;;1
8100000;135000;23;1;60;24;18;;1;;;1
4800000;166897;8;;29;12;5;требуется ремонт;;1;1;1
5700000;95318;;3;59,8;35;6,5;косметический ремонт;;2;1;
8500000;197023;;1;45,68;18,6;11;требуется ремонт;;1;;1
7200000;124138;;2;58;30;15;косметический ремонт;0;1;1;0
8500000;142857;;3;59,5;36,6;8;;;;0;0
4300000;161049;18;1;26,7;16,5;6;;1;;1;0
4400000;123422;10;1;35,65;18,5;9;требуется ремонт;0;1;0;1
6700000;155814;19;1;43;16,1;14,5;требуется ремонт;0;1;1;0
4200000;168000;18;;25;;;;;;;
9050000;153390;;2;59;33;10;;;;;
6750000;122061;19;2;55,3;34;9,5;евроремонт;0;1;1;0
5500000;137500;18;1;40;12;13;косметический ремонт;1;0;1;0
4500000;120321;;1;37,4;19,9;10;косметический ремонт;;1;;1
7300000;184810;19;1;39,5;19;11;косметический ремонт;1;;;1
4150000;153704;18;;27;;;;;;;
9700000;277143;26;1;35;10;17;;;;;
8100000;145536;17;2;56;25,5;19;дизайнерский ремонт;1;0;0;0
7200000;126095;10;2;57,1;30,9;9,9;требуется ремонт;;;;
13500000;208333;;2;64,8;29;11;косметический ремонт;1;1;;
1190000;47600;;1;25;;;;;;;
4500000;129213;10;2;35,6;20;5;;;;;
3300000;110000;4;1;30;;;;;;;
6900000;209091;;1;33;15;7;косметический ремонт;;1;;1
12100000;123469;23;2;98;40;18,7;требуется ремонт;0;2;1;1
7500000;133929;;2;56;;;;;;;
4728500;189140;6;1;25;;;требуется ремонт;1;;;
9150000;146635;5;2;62,4;27;17,5;евроремонт;1;;1;
15000000;108382;23;4;138,4;84,5;12,8;требуется ремонт;1;1;;2
5500000;195440;;1;30,7;20;6;евроремонт;1;;;
3700000;131206;23;;28,2;;;требуется ремонт;;1;;1
9500000;124679;18;3;77,8;;11,5;косметический ремонт;0;0;0;0
12000000;169444;26;3;72;;12,5;евроремонт;0;0;0;0
4300000;215000;10;;20;16;4;евроремонт;1;0;0;0
10500000;93750;;3;112;;;требуется ремонт;;1;;
19900000;216304;;3;92;70;18;дизайнерский ремонт;;1;1;
6700000;186111;10;1;36;15;9;дизайнерский ремонт;1;0;0;1
6650000;157583;;1;42,2;15,3;16;евроремонт;;1;;
13300000;131944;17;3;100,8;57,8;13,8;требуется ремонт;;2;;2
13300000;131944;17;3;100,8;57,8;13,8;евроремонт;;2;;2
15500000;155000;8;4;100;60;9;евроремонт;1;1;1;0
15500000;155000;8;4;100;60;9;евроремонт;1;1;1;0
9500000;122108;18;3;77,8;43,5;11,5;косметический ремонт;;1;1;0
11500000;287500;26;1;40;20;10;косметический ремонт;;;1;
6000000;130152;8;2;46,1;26,1;8;требуется ремонт;0;0;1;1
14000000;267176;26;2;52,4;29,6;9,1;косметический ремонт;2;;;
5500000;179153;;1;30,7;20;6;евроремонт;1;;;
11200000;271186;26;1;41,3;10,9;21,2;косметический ремонт;1;0;0;0
5570000;189632;;1;29,9;;12;косметический ремонт;1;0;1;0
5350000;160180;8;1;33,4;;9;;;;;
5500000;183607;;1;30,5;18;8;евроремонт;1;;1;
5300000;170968;8;1;31;;;;;;;
14900000;173256;30;3;86;44;18;требуется ремонт;0;2;1;0
9500000;139706;19;2;68;37;16;;2;;1;
12400000;210169;26;2;59;37;9;косметический ремонт;0;1;;
11200000;136585;4;3;82;53;11,9;евроремонт;0;0;0;0
5050000;144286;;2;35;18;12;;1;;0;0
5750000;125738;20;1;45,73;;;требуется ремонт;;;;
9989320;160600;14;2;62,2;34,9;9,4;требуется ремонт;;;;
10696000;153899;14;2;69,5;37,9;10,6;требуется ремонт;;;;
12530400;151700;14;3;82,6;49,6;12,6;требуется ремонт;;;;
5449000;125858;;1;43,7;;;косметический ремонт;;1;;1
9490000;212780;;1;44,6;;13;дизайнерский ремонт;0;0;1;0
6150000;104237;7;2;59;;10,3;косметический ремонт;0;1;1;0
5500000;154255;18;1;37,6;11,8;12,7;косметический ремонт;1;0;0;1
9800000;183178;;2;53,5;30;7;косметический ремонт;;1;;1
7500000;159574;;2;47;;35;евроремонт;1;;1;
9000000;166667;;2;54;;;косметический ремонт;;;1;
13500000;260116;26;2;51,9;27;11,6;косметический ремонт;;1;;
9550000;122436;;3;78;45;13;косметический ремонт;0;1;0;2
7400000;108824;17;2;68;37;17;требуется ремонт;;1;;1
12500000;195313;;3;64;45;6,5;косметический ремонт;0;0;0;1
6800000;165854;;1;41;;12,8;;;;;
5500000;77465;;2;71;;12;;;;;
6500000;79268;;3;82;;30;;;;;
13400000;265873;26;2;50,4;28,1;10,8;косметический ремонт;1;;;
15900000;267677;26;2;59,4;;13,5;косметический ремонт;1;1;0;0
10500000;218367;;2;49;;;евроремонт;0;0;0;1
10600000;212000;30;2;50;22;15,9;евроремонт;0;1;0;1
9700000;183019;;2;53;31;6;косметический ремонт;1;;;1
8300000;207500;25;1;40;25;10;требуется ремонт;;1;;
5150000;151471;10;1;34;14;10;;;;;
4400000;183333;10;;24;18;;евроремонт;1;;;
12950000;185000;17;2;70;37;17;евроремонт;1;0;1;0
6200000;174648;10;1;35,5;15,5;9;евроремонт;1;0;1;0
7300000;176755;26;1;41,3;10,6;21,3;косметический ремонт;1;;;
8700000;182390;18;2;47,7;23,6;18;;2;;;
6700000;147253;8;2;45,5;26,1;8;требуется ремонт;;1;;1
11500000;140244;23;2;82;38,8;17;требуется ремонт;;2;;1
15900000;267677;26;2;59,4;;13,5;косметический ремонт;1;1;;
9376020;161100;14;2;58,2;28,9;9,9;требуется ремонт;;;;
9090000;155763;18;2;59;23,1;20,8;косметический ремонт;;2;;
9520000;267416;26;1;35,6;10,1;17;косметический ремонт;1;;;
8900000;166667;;3;60;44;7;косметический ремонт;0;1;0;1
6700000;193642;;1;34,6;20;6;евроремонт;1;0;0;1
9700000;291667;26;2;36;20;7;косметический ремонт;1;0;0;0
14700000;147000;8;4;100;52,6;6,4;евроремонт;1;1;1;0
14700000;267273;26;3;55;31,8;20;дизайнерский ремонт;2;;0;0
5699999;167647;;1;34;18;8;евроремонт;1;;;1
4950000;154688;17;1;32;19;7;косметический ремонт;1;;;
5600000;169444;8;1;36;16;9;требуется ремонт;;1;;1
10990000;129294;;3;85;;;евроремонт;1;;1;
13500000;242806;;2;55,6;20;22;евроремонт;;2;;
10150000;169167;26;2;60;28;16;евроремонт;0;1;1;0
9750000;162500;26;2;60;;;евроремонт;;1;;1
5500000;114841;;2;56,6;31,9;10;;;1;0;1
5850000;151478;;1;40,6;16,7;12,7;;1;0;0;1
7200000;173494;19;1;41,5;16,8;11,6;;1;;1;
5200000;161765;;1;34;14;8;евроремонт;;;;
5250000;177365;;1;29,6;17;6;требуется ремонт;1;;;
7800000;181395;18;1;43;17;15;требуется ремонт;1;;;1
12100000;123218;25;2;98,2;40;18,7;;;;;
5400000;127778;5;1;45;20;10;косметический ремонт;1;0;0;1
12500000;229779;26;2;54,4;;10,5;косметический ремонт;1;1;0;0
12950000;215833;26;2;60;30;13;;;;;
2600000;139785;18;;18,6;14;4;требуется ремонт;1;0;0;0
3500000;191257;;;18,3;15;;евроремонт;1;;1;
4800000;165517;18;;29;17,5;4;евроремонт;1;0;0;1
4200000;159091;;;26,4;10;5;косметический ремонт;1;;1;
5300000;158683;8;1;33,4;15,1;9;евроремонт;0;1;1;0
4900000;136111;17;1;36;15;10;косметический ремонт;;;;
4850000;161667;4;1;30;;;евроремонт;1;0;1;0
4350000;219697;;;19,8;9,4;5,1;евроремонт;1;0;0;0
4800000;128342;;1;37,4;26;8,5;косметический ремонт;;;;
1195000;39833;;1;30;;;;;;;
5449999;152661;10;1;35,7;16;10;;1;;0;1
8500000;154265;26;2;55,1;30,5;12,4;косметический ремонт;;1;;1
5900000;214286;26;;28;19;5;косметический ремонт;1;0;0;1
5100000;124390;19;1;41;15;17;требуется ремонт;1;;;1
13700000;231810;26;2;59,1;23,6;22,3;евроремонт;;1;;
4290000;121607;;2;36,1;;6;косметический ремонт;0;1;1;0
8500000;131376;;3;64,7;46,7;7,7;евроремонт;;1;;1
12700000;202875;;4;62,6;46,5;6;косметический ремонт;;1;;
12500000;199681;;4;62,6;46,5;6;косметический ремонт;;1;;
6350000;181429;;1;35;15;9;евроремонт;;;1;1
6200000;140909;5;2;44;;;евроремонт;1;;;
10200000;214137;;1;48,1;22,8;10,8;евроремонт;0;1;0;1
10600000;124706;23;2;85;39;17,1;требуется ремонт;0;2;0;1
11200000;120430;23;3;93;;;требуется ремонт;1;1;;1
4800000;119820;17;1;40,06;25;8,1;требуется ремонт;0;0;0;0
6200000;205607;8;1;32,1;14,8;8;евроремонт;0;0;1;0
6600000;162162;19;1;40,7;18;8,4;косметический ремонт;1;;1;
4300000;217172;10;;19,8;;;евроремонт;;;;
6500000;172872;26;1;37,6;10,2;18,1;косметический ремонт;0;0;0;0
4950000;138655;10;1;35,7;16;;требуется ремонт;1;;0;0
17000000;208845;30;3;81,4;50;10;;;3;;1
7950000;136833;26;2;58,1;30,3;13,8;требуется ремонт;;1;;1
3650000;154008;18;;23,7;10,3;5,2;косметический ремонт;1;;1;
13100000;201538;;2;65;;;дизайнерский ремонт;;1;1;
3650000;146000;18;;25;15;5;косметический ремонт;1;0;1;1
6800000;162679;;2;41,8;15;16;;1;;1;0
3950000;164583;10;;24;;;;;;;
7200000;336449;26;;21,4;10;6;евроремонт;1;0;0;0
4350000;189130;;;23;12;5;евроремонт;;;;
5500000;275000;26;;20;;5;косметический ремонт;1;;;
9950000;257772;17;1;38,6;16,4;16,4;евроремонт;;;;
16500000;214815;30;3;81;50;10;евроремонт;;3;;1
5880000;141007;26;1;41,7;18,5;10,6;требуется ремонт;1;;;1
6100000;132609;5;2;46;25;10;дизайнерский ремонт;1;;;1
9300000;150160;;2;62,6;;;косметический ремонт;0;0;0;1
4350000;164773;18;;26,4;16;;косметический ремонт;1;;;1
5300000;165625;8;1;32;14;8;;;;0;0
6800000;149451;8;2;45,5;26,2;8;требуется ремонт;0;1;1;0
5400000;154286;8;1;35;15,3;9;требуется ремонт;0;1;1;0
5370000;167813;8;1;32;;10;требуется ремонт;0;1;1;0
6200000;173669;18;1;35,7;35,7;;дизайнерский ремонт;;1;;
5650000;106604;;2;53;32;9;;;;;
12100000;123218;23;2;98,2;40;18,2;;1;;;1
4950000;269022;6;;18,4;12;;требуется ремонт;1;;;
9950000;257772;17;2;38,6;28,6;;евроремонт;1;;;
6500000;182073;;1;35,7;11;17;косметический ремонт;;;;
8150000;135382;8;3;60,2;36,6;8;требуется ремонт;;1;;1
8000000;204082;;1;39,2;20,9;7;евроремонт;;1;;2
6799000;130000;8;2;52,3;;10;требуется ремонт;0;2;0;1
8000000;129660;;2;61,7;30,7;15,8;косметический ремонт;;1;;2
18100000;147154;;4;123;65,6;14;требуется ремонт;;2;;1
11990000;180753;8;3;69,1;43;20;евроремонт;1;1;;
5600000;173913;8;2;32,2;16,1;8,3;дизайнерский ремонт;1;;;
7400000;135036;;2;54,8;;13,6;евроремонт;0;2;0;1
5150000;114444;;2;45;24,5;5,1;;;1;0;0
7200000;220859;;1;32,6;18,7;6,7;косметический ремонт;1;;;
12200000;169444;26;3;72;41,8;12,5;косметический ремонт;2;;;
5700000;154054;18;1;37;12;15;косметический ремонт;1;;1;
11990000;204259;;3;58,7;43,6;7;;;;;1
4250000;141667;4;1;30;12,6;9;евроремонт;1;;;
8400000;120000;16;2;70;47,1;;требуется ремонт;;1;;1
5000000;101010;8;2;49,5;27,5;10,2;требуется ремонт;0;1;0;1
12900000;119444;23;3;108;;12,7;требуется ремонт;0;2;1;1
5900000;143552;;1;41,1;16,4;9;евроремонт;1;;1;
6800000;147826;8;2;46;27;7;евроремонт;;1;;1
7400000;153846;8;2;48,1;26,2;10,2;требуется ремонт;;1;;
6390000;139216;8;2;45,9;26,9;8;требуется ремонт;0;2;0;1
7700000;103079;;3;74,7;48,4;10;требуется ремонт;;1;;1
14100000;268571;26;2;52,5;20;19,5;косметический ремонт;1;1;;
9950000;257772;17;2;38,6;15;16,4;;0;0;0;0
5300000;196296;26;;27;;6;евроремонт;0;1;1;0
6750000;139175;10;2;48,5;28;10;требуется ремонт;0;1;0;1
5050000;142254;10;1;35,5;15,5;11;требуется ремонт;1;0;0;1
7650000;127076;4;2;60,2;33;12;евроремонт;1;0;3;0
6500000;238971;;;27,2;13;5,9;требуется ремонт;1;;;1
4850000;156452;4;1;31;16;8;евроремонт;1;0;1;0
5200000;115813;;2;44,9;26,8;7;косметический ремонт;;1;1;
5450000;158892;18;1;34,3;11,6;14;косметический ремонт;1;0;0;0
14800000;143689;13;4;103;62,5;12,2;требуется ремонт;1;1;;1
6000000;214286;26;1;28;9;10;евроремонт;1;;;1
6899999;320930;26;1;21,5;;5;дизайнерский ремонт;1;;0;0
9299000;221405;26;1;42;;12;дизайнерский ремонт;1;;0;0
6300000;168449;26;1;37,4;14,4;10,1;косметический ремонт;1;;;1
5149000;143028;6;;36;28;4;требуется ремонт;1;;0;0
5650000;201786;26;1;28;14,7;6;евроремонт;1;;;1
6650000;160241;19;1;41,5;16,8;11,6;требуется ремонт;1;;1;
4400000;209524;;;21;;6;евроремонт;1;0;0;0
6800000;178947;26;2;38;20;8;;1;;;
8400000;311111;26;;27;19,6;6,9;косметический ремонт;0;0;0;0
5100000;91071;;2;56;27;11;косметический ремонт;;1;1;
6350000;171622;18;1;37;15;12;косметический ремонт;1;;;1
5800000;156757;18;1;37;12;15;косметический ремонт;1;;;1
6500000;120818;;1;53,8;22,8;17;косметический ремонт;1;;;
9700000;183712;;1;52,8;25,8;10;косметический ремонт;;1;1;0
9500000;242347;26;1;39,2;11,2;19,6;косметический ремонт;;;;
7700000;187805;26;1;41;11;21;косметический ремонт;1;;;
6900000;152318;8;2;45,3;26,1;8,7;требуется ремонт;0;1;1;0
15700000;189157;26;3;83;;14;косметический ремонт;0;2;0;0
5400000;192857;26;1;28;18;6;;0;1;0;1
7200000;124352;8;2;57,9;26;;требуется ремонт;0;1;;
6850000;171250;14;;40;17,5;10,6;требуется ремонт;1;0;0;1
5600000;131765;;2;42,5;25,3;7,1;евроремонт;0;1;1;0
6900000;320930;26;;21,5;10,2;5,6;косметический ремонт;1;0;0;0
4050000;164034;10;;24,69;;;требуется ремонт;1;0;0;1
4200000;165385;18;;26;;;евроремонт;1;0;0;1
5700000;154054;18;2;37;18;9;косметический ремонт;1;;1;
9600000;270423;26;1;35,5;19,2;10;косметический ремонт;1;;;
6800000;104294;5;2;65,2;35,3;13;требуется ремонт;;1;;1
5050000;142254;10;1;35,5;15,5;11;требуется ремонт;0;1;1;0
8200000;131621;18;2;62,3;25;25;косметический ремонт;0;1;0;1
7150000;162500;26;2;47;29;14,5;;1;;;1
7700000;154000;18;2;50;;10;евроремонт;0;1;0;1
7650000;170000;;2;45;30;9,3;дизайнерский ремонт;0;1;1;0
6500000;79268;;3;82;52;9;косметический ремонт;;;;
4700000;100000;;2;47;30;7;косметический ремонт;;1;1;
8500000;177083;;1;48;20;12;евроремонт;1;0;0;1
10990000;184087;;3;59,7;43,1;6;косметический ремонт;;1;;
5600000;175000;8;1;32;16;9;евроремонт;1;0;0;0
4500000;138462;26;1;32,5;12,1;11,6;евроремонт;0;0;0;0
6000000;157895;17;1;38;;10,5;дизайнерский ремонт;1;0;0;1
12700000;307506;26;2;41,3;;20;дизайнерский ремонт;1;;0;0
5350000;148611;;1;36;17;9;евроремонт;1;;;1
7200000;133333;17;2;54;32;12;;;;;
11420000;199302;;3;57,3;43,1;6;требуется ремонт;0;1;1;0
6800000;161905;;1;42;20;10;евроремонт;1;;;1
5700000;154054;18;1;37;20;15;косметический ремонт;0;1;0;1
9700000;235437;26;1;41,2;13,2;18,8;;1;;;
5300000;277487;10;1;19,1;5;10;требуется ремонт;1;0;1;0
4700000;156667;;1;30;18;6;;1;0;1;0
7700000;163830;;2;47;21;21;дизайнерский ремонт;1;1;1;0
6800000;188889;;1;36;16;8;косметический ремонт;1;0;1;0
10190000;310671;26;1;32,8;15;7;евроремонт;1;;;1
4500000;131965;7;1;34,1;13,9;10,7;косметический ремонт;1;0;0;1
6900000;138000;;2;50;31;9;косметический ремонт;1;;;1
6300000;177465;10;1;35,5;15,5;9;евроремонт;1;0;1;0
3650000;146000;18;;25;17;;косметический ремонт;1;0;0;1
7600000;133333;23;1;57;18;17;требуется ремонт;1;;;2
10300000;176056;;2;56,8;31;9;косметический ремонт;;1;;1
5000000;157233;9;1;31,8;18;9;косметический ремонт;;;;1
6800000;148148;8;2;45,9;26,1;8;требуется ремонт;;1;1;1
8970000;332222;26;;27;12,7;6,9;евроремонт;1;0;0;0
5900000;115686;8;2;51;;;требуется ремонт;;1;;2
14900000;173256;30;3;86;44,6;17,8;требуется ремонт;;2;;1
5600000;150538;18;1;37,2;14,8;13,1;косметический ремонт;1;0;0;1
6800000;347500;26;1;20;12;2,7;косметический ремонт;1;;;
10000000;151515;19;2;66;39,5;12,4;;1;;;
5900000;166197;10;1;35,5;;;евроремонт;;;;
7250000;158297;17;1;45,8;18,4;11,3;евроремонт;1;;;1
12250000;226433;26;2;54,1;;21,4;евроремонт;2;0;0;0
10000000;151515;19;2;66;39,5;12,4;;1;;;
10600000;296919;26;1;35,7;10;17;косметический ремонт;1;;;
6150000;138826;16;1;44,3;28;8;требуется ремонт;1;;1;
8500000;188889;;2;45;;6;требуется ремонт;;;;
8300000;185268;;2;44,8;;6;косметический ремонт;;;;
4950000;269022;6;1;18,4;12;6;требуется ремонт;1;0;0;0
9550000;140441;19;2;68;37;16;;2;;1;
9100000;162210;26;3;56,1;;8,4;косметический ремонт;0;2;0;0
6000000;138889;18;2;43,2;22,4;6;требуется ремонт;1;0;0;1
5700000;154054;18;1;37;12;15,2;евроремонт;;1;1;
6200000;139640;5;2;44,4;30;;дизайнерский ремонт;1;;;1
7400000;156780;8;2;47,2;27,1;8,9;требуется ремонт;0;1;0;1
3895000;124441;;1;31,3;20,3;7;требуется ремонт;1;;;1
5850000;164095;10;1;35,65;22,3;9,1;требуется ремонт;1;0;0;1
9486000;137878;19;2;68,8;45;17;требуется ремонт;;1;1;
5650000;146988;;1;41,5;;;косметический ремонт;0;0;0;0
4851000;198000;6;1;24,5;;;требуется ремонт;1;;;
7350000;212428;;1;34,6;19,1;9,8;;1;;1;
7200000;183206;26;1;39,3;;18,1;косметический ремонт;1;0;0;0
17900000;119333;;3;150;88;56;дизайнерский ремонт;2;;2;
4200000;100962;;2;41,6;28;;косметический ремонт;1;0;0;0
5400000;145946;;2;37;20,3;5,6;евроремонт;0;1;0;1
7200000;104803;5;2;68,7;48;16;требуется ремонт;0;1;1;0
5350000;148611;;1;36;17;9;евроремонт;1;;;1
6000000;142857;17;1;42;20;12;евроремонт;;;1;
10300000;288515;26;1;35,7;10,1;17,2;евроремонт;1;;;
9650000;245547;26;1;39,3;;18;косметический ремонт;0;1;1;0
6750000;139175;10;2;48,5;27,9;9,7;требуется ремонт;;1;;1
