BARGAINTERMS_PRICE;PRICE_SQM;FLOORS_MAX;ROOMSCOUNT;TOTALAREA;LIVINGAREA;KITCHENAREA;REPAIRTYPE;COMBINEDWCSCOUNT;SEPARATEWCSCOUNT;BALCONIESCOUNT;LOGGIASCOUNT
5300000;163983;10;1;35,7;;;требуется ремонт;0;0;1;0
4855101;134864;;1;36;14,2;9,7;евроремонт;1;0;0;1
7162095;114943;;2;62,31;25;6,9;евроремонт;0;1;0;1
5490000;174383;9;1;32,4;;6;евроремонт;0;1;1;0
6150000;284722;26;;21,6;;5,6;требуется ремонт;0;1;1;0
5150000;121176;17;1;42,5;;10,6;косметический ремонт;1;;1;
4850000;128205;17;1;39;19;9,5;косметический ремонт;;;;1
3500000;196721;;;18,3;15;;евроремонт;1;;1;
6199000;171243;19;1;36,2;15,3;9;евроремонт;1;0;1;0
9950000;281337;26;1;35,9;10,1;17;косметический ремонт;1;;;
16500000;208861;;3;79;;;евроремонт;2;;;1
4100000;159533;18;;25,7;12,1;5;косметический ремонт;1;;;1
9700000;108989;5;3;89;;10,5;евроремонт;;1;1;
9100000;161634;26;2;56,3;28,9;15;дизайнерский ремонт;;1;;1
9980000;148955;8;3;67;30;23,4;евроремонт;;1;;1
13500000;254717;26;2;53;19,9;19,6;косметический ремонт;;2;;
5495000;161618;10;1;34;14,5;8,1;требуется ремонт;1;;;1
4100000;207071;;;19,8;;;косметический ремонт;1;;;
8150000;153774;18;2;53;;14;косметический ремонт;;1;1;
7300000;150000;18;2;50;27;9;косметический ремонт;1;0;0;1
5100000;175862;26;1;29;20;6;;0;1;0;1
6500000;159314;;1;40,8;21,1;;требуется ремонт;0;0;0;1
4250000;212500;;;20;;;косметический ремонт;;;;
5350000;116304;17;2;46;28;10;требуется ремонт;1;;;1
7000000;3507295;;1;35,2;19,2;8,7;косметический ремонт;1;;1;
11000000;220000;30;2;50;22;16;евроремонт;;;;
8800000;247222;26;1;36;11;17;евроремонт;0;0;0;0
8800000;155203;26;2;56,7;22,8;18,9;косметический ремонт;0;0;0;0
10000000;151515;19;3;66;;;требуется ремонт;;;;
6200000;193750;;1;32;10,5;9,7;;1;0;0;1
7500000;131579;23;1;57;22;18;;;;;
3950000;60769;;6;65;;;;;;;
12790000;216780;26;2;59;37;9;косметический ремонт;0;1;;
3900000;162500;14;;24;14;;требуется ремонт;1;0;;
7000000;241379;26;;29;18;;косметический ремонт;1;0;;
9200000;235897;26;1;39;24;9;косметический ремонт;1;0;;
5300000;174917;8;1;30,3;;8;требуется ремонт;0;1;1;0
11490000;198446;;2;57,9;33,7;10,4;;;1;0;0
9200000;235897;26;1;39;24;8;косметический ремонт;1;0;;
9150000;126381;;3;72,4;41,2;12,4;требуется ремонт;0;2;0;1
7500000;129310;23;1;58;17;17;;;;;
6150000;166216;;2;37;;;;;;;
11150000;204963;;2;54,4;27;9;дизайнерский ремонт;;1;;1
9850000;189423;;2;52;30;8,5;косметический ремонт;;1;;
9150000;175962;;2;52;31;10;косметический ремонт;;1;1;
13800000;328571;31;2;42;18,8;19,4;требуется ремонт;1;0;0;0
4700000;120513;18;1;39;;16;требуется ремонт;0;1;1;0
8490010;121286;14;2;70;;;;;;;
5300000;160606;;1;33;15;9;;;;;
12500000;115741;23;3;108;66;12;;;;;
4990000;118810;18;1;42;15;17;требуется ремонт;1;;;1
5300000;155882;;1;34;14,5;8,1;требуется ремонт;;;;1
13700000;231029;26;2;59,3;30,7;;косметический ремонт;;1;;
4600000;159501;18;;28,84;20,5;5;евроремонт;1;0;0;1
5150000;122619;5;1;42;;;требуется ремонт;0;0;1;0
5850000;173529;16;1;37;15;15;дизайнерский ремонт;0;0;0;0
3600000;182741;10;1;23,7;15;5;требуется ремонт;1;;1;
7300000;129983;23;1;57,7;22;17;требуется ремонт;1;;;1
12500000;250000;;1;50;22,8;11,8;дизайнерский ремонт;1;0;0;1
19900000;216304;;3;92;70;18;дизайнерский ремонт;1;;;1
9900000;352564;26;1;31,2;15,7;9,9;косметический ремонт;1;;0;1
7500000;132605;10;3;64,1;;9,7;требуется ремонт;;1;;2
5950000;141667;5;1;42;25;10;евроремонт;1;;;1
10699000;135947;;3;78,7;44,8;13,9;требуется ремонт;2;;;1
5547000;163147;;1;34;14,8;8,1;требуется ремонт;1;;0;1
10900000;152022;30;3;71,7;33,8;13,3;требуется ремонт;2;0;0;1
4200000;133971;;;31,35;16,5;;косметический ремонт;1;0;0;1
6100000;200000;;1;31,5;21;5,7;косметический ремонт;1;;;1
8900000;121918;;3;73;37;14,1;косметический ремонт;1;0;0;0
7300000;128070;18;2;57;29,1;12,7;евроремонт;;1;;1
5000000;128205;17;1;39;19;9,5;косметический ремонт;;;;1
5900000;148148;5;1;40,5;;;косметический ремонт;1;;0;1
5500000;155556;16;1;38;;12;евроремонт;1;0;0;0
10650000;166406;;3;64;46;7;косметический ремонт;;1;;1
4200000;168000;10;;25;17;;требуется ремонт;1;;;1
5290000;174194;14;1;31;12;7;требуется ремонт;1;;;1
8600000;138710;5;;62;35;12;евроремонт;1;;;1
6650000;102446;5;2;65,4;40;10;требуется ремонт;;2;1;
6099147;121015;;2;50,4;27,2;9,1;евроремонт;1;0;0;1
5750000;130979;;2;43,9;24,5;8,1;евроремонт;1;0;0;1
3500000;132576;;;26,4;16,4;7,4;евроремонт;1;0;0;1
4855101;134864;;1;36;14,2;9,7;евроремонт;1;0;0;1
4100000;153558;;1;26,7;15,1;9;евроремонт;1;0;0;1
5194413;129860;;1;40;16,9;13,7;евроремонт;1;0;0;1
7162095;114943;;2;62,31;25;6,9;евроремонт;0;1;0;1
7710000;101809;;3;75,73;49,2;9,8;евроремонт;0;1;0;1
3550000;180203;10;;19,7;;;требуется ремонт;1;;1;0
12500000;192308;;2;65;36;12;требуется ремонт;1;1;0;0
9650000;160833;18;2;60;23;21;косметический ремонт;1;1;;
4900000;253807;;;19,7;9,4;5,1;косметический ремонт;0;1;1;0
6200000;113346;16;2;54,7;26,5;16,6;;1;;;
6300000;116667;;3;54;33;7;;;;;
11490000;201579;;2;57;33;10;;;;;
5800000;145363;9;1;39,9;11,2;15,3;требуется ремонт;1;0;0;1
8500000;205314;32;1;41,4;12,6;14,8;требуется ремонт;1;;1;0
4150000;159091;;;26,4;26,4;;евроремонт;0;0;1;0
4800000;107527;;1;46,5;15,6;16,8;косметический ремонт;1;;;1
4950000;133784;17;1;37;12;12;;;;;
6000000;127660;;1;47;16;14;евроремонт;1;0;0;0
7000000;131579;;2;57;35;13,9;евроремонт;0;1;0;1
4000000;166667;10;;24;14;3;;1;;0;1
6100000;147700;;1;41,3;10,7;21,7;;1;;;
14999000;112774;23;4;133;91;14;;0;1;2;0
6850000;108730;19;2;63;53,5;9;евроремонт;0;1;0;1
11000000;216963;26;2;50,7;28,3;10,5;косметический ремонт;1;1;0;0
7200000;119205;;3;60,4;43,9;6;косметический ремонт;;1;1;0
5300000;143243;18;1;37;17;11;;;;;
5000000;115741;;2;43,2;25,9;7,2;косметический ремонт;0;1;1;0
5350000;121591;19;2;44;30;8;;1;;0;1
9000000;240449;;1;37,43;15,4;14;требуется ремонт;1;0;0;1
8500000;245070;26;1;35,5;11;18;евроремонт;1;0;0;0
5700000;161473;;1;35,3;15,2;10;требуется ремонт;0;2;1;0
3600000;163636;10;;22;;;;;;;
9950000;118452;23;2;84;39;17;;;;;
11500000;120247;23;2;97,3;38,1;;требуется ремонт;0;0;2;0
10000000;278552;26;1;35,9;10,1;17;косметический ремонт;1;;;
7800000;117293;10;3;66,5;43;9,5;требуется ремонт;0;1;0;1
6240000;165517;;1;38;;18,1;евроремонт;0;1;1;0
5050000;149408;10;1;33,8;;8;требуется ремонт;0;1;1;0
7900000;207895;30;1;38;12;18;;;;;
8500000;208743;32;1;40,72;12,6;14,8;косметический ремонт;1;;;
6700000;114530;19;2;64;32,4;13;дизайнерский ремонт;;1;;1
5600000;155556;;1;36;12;15;евроремонт;1;;;1
3500000;112903;7;;31;20,5;6;косметический ремонт;1;0;0;1
7250000;164773;19;1;44;16;14;требуется ремонт;1;0;1;0
6400000;166234;19;1;38,5;20;9;евроремонт;1;0;0;1
5000000;141497;16;1;36,75;;;требуется ремонт;;;;
5750000;211538;8;1;30;20;;дизайнерский ремонт;1;;1;1
5850000;150000;;1;39;17,5;10,4;требуется ремонт;0;1;1;0
7200000;167442;;1;43;;9,7;косметический ремонт;1;0;1;0
6499000;124264;;2;52,3;28;10;требуется ремонт;1;1;1;1
10200000;142061;19;3;71,8;40,6;11,6;евроремонт;1;;;1
11000000;258216;26;2;43;11,2;22,3;косметический ремонт;1;;;
6200000;193750;;1;32;10;9;;;;;
4827000;137914;17;1;35;;10;;;;;
5500000;131336;;2;43,4;25,4;7,4;евроремонт;0;1;0;0
13250000;147222;;3;90;55;10;дизайнерский ремонт;1;;1;
7500000;140768;;2;54,7;26,4;14,7;;0;0;0;0
7900000;116448;23;1;68,7;27,3;16,3;;1;;1;0
3300000;109272;4;;30,2;20,4;;требуется ремонт;1;0;1;0
5400000;154073;10;1;35,6;15;9,1;требуется ремонт;1;0;0;1
4600000;105263;;2;43,7;29,9;6,3;косметический ремонт;1;;;
4750000;139706;;1;34;14;8;косметический ремонт;1;;1;
7250000;125000;26;2;58;28,1;14;евроремонт;;1;1;
13900000;190667;;3;75;54;13;косметический ремонт;0;1;0;1
6800000;340000;26;1;20;17;3;косметический ремонт;1;0;0;0
6500000;105519;;3;61,6;43,5;7,2;евроремонт;0;1;0;1
9550000;266017;26;1;35,9;10;17;евроремонт;1;0;0;0
12800000;114082;23;3;112,2;85;12,7;требуется ремонт;;;;2
6250000;132979;18;1;47;26;15;евроремонт;1;;1;
5500000;158192;;1;35,4;14;9,6;косметический ремонт;1;;;1
8900000;247222;26;1;36;10;17;требуется ремонт;1;;;1
6700000;107484;;3;62,8;38;7,5;требуется ремонт;;1;;1
7500000;115920;;2;64,7;43,1;8;дизайнерский ремонт;1;;0;1
10000000;87719;;3;114;56,3;14,3;требуется ремонт;;;;1
7600000;133333;23;1;58;36;14;;0;1;0;1
8100000;238235;23;1;34;19;7;евроремонт;1;0;1;0
6250000;152439;19;1;41;18,5;8,5;евроремонт;0;0;1;0
6750000;115000;5;2;60;32,5;10;косметический ремонт;1;1;;1
8450000;192045;30;1;44;14;20;косметический ремонт;0;1;1;0
6000000;146341;;1;41;14;15;требуется ремонт;;;;
4300000;148276;4;1;29;12,6;8,6;косметический ремонт;1;0;0;0
10500000;256098;26;2;41;18;12;;;;;
8100000;170526;8;2;47,5;27;9;;;1;1;
7300000;159236;;2;47,1;23,5;10,6;косметический ремонт;;1;;
8900000;122603;;3;73;;14,1;евроремонт;0;1;1;0
9200000;144961;;3;64,5;42,2;8,5;евроремонт;;1;;1
10900000;153521;30;3;71;38;13;;;1;;1
5100000;141667;17;1;36;14,5;11,8;косметический ремонт;0;1;1;0
5100000;175862;26;1;29;14;6;евроремонт;1;;;1
5100000;147484;10;1;34,58;14,3;10,2;требуется ремонт;1;;;1
9200000;147200;;2;62,5;;9,4;требуется ремонт;0;1;1;0
9100000;121333;18;3;75;;23,5;требуется ремонт;;1;1;
11700000;153947;17;3;76;49;9;дизайнерский ремонт;1;1;0;0
10500000;205882;;2;51;29,3;15;косметический ремонт;;1;0;1
5100000;154545;;1;33;16;8;;;;;
2758000;145158;;1;19;15;4;;;;;
5500000;164179;10;1;33,5;17;8;требуется ремонт;1;;;
11400000;118191;23;2;97,3;38,6;18,7;требуется ремонт;;2;;2
4500000;167910;18;;26,8;16,4;;косметический ремонт;0;0;0;1
4750000;102128;;2;47;31,8;9;косметический ремонт;0;1;1;0
5200000;115556;;2;45;32;8;косметический ремонт;0;1;0;1
5770000;130839;;2;44,1;24,8;7,6;косметический ремонт;0;1;0;0
6400000;296296;26;;21,6;;5,6;евроремонт;1;0;0;0
7000000;162791;19;1;43;12;22,4;требуется ремонт;1;;1;
6400000;116879;;3;58,18;41,8;5,7;косметический ремонт;0;1;1;0
7300000;130125;18;2;56,1;27,4;13,7;косметический ремонт;0;1;0;1
3450000;98571;;1;35;;;;;;;
7100000;169767;19;1;43;20;12;требуется ремонт;1;;;1
8000000;116788;10;3;68,5;;;требуется ремонт;0;0;2;0
7200000;128571;;2;56;39;14;;1;1;0;0
5990000;88088;;4;68;51;7,3;косметический ремонт;;1;;1
1445000;55577;;1;26;18;4;;;;;
7000000;120690;26;2;58;29;14;евроремонт;0;1;0;1
8000000;116788;10;3;68,5;40,4;9,7;требуется ремонт;;1;;2
11500000;136905;19;3;84;50;12,5;требуется ремонт;1;1;1;
5300000;155882;;1;34;14,5;8,1;требуется ремонт;;;;1
7700000;132075;23;1;58,3;22,5;17,4;требуется ремонт;1;;;1
5700000;126667;;2;45;26;7;косметический ремонт;;1;1;
6500000;148305;8;1;47,2;20;12;требуется ремонт;0;0;1;0
5300000;149296;10;1;35,5;22;7,1;требуется ремонт;1;;;1
9500000;161017;;2;59;33;10;;;;;
7600000;126667;4;2;60;;20;евроремонт;1;;3;
5300000;158635;10;1;33,41;15;10;требуется ремонт;1;0;1;0
7500000;159236;;2;47,1;23,5;10,6;косметический ремонт;;;;
19690000;200918;;3;98;60;12;дизайнерский ремонт;0;0;0;1
7500000;159236;;2;47,1;23,5;10,6;евроремонт;0;1;0;0
10800000;213861;;2;50,5;30;12;косметический ремонт;;1;;1
10700000;214000;;2;50;29;12;косметический ремонт;;1;1;
6700000;104688;;2;64;48;9;требуется ремонт;;1;1;
13700000;269155;26;2;50,9;28,4;10,5;косметический ремонт;0;2;0;0
5900000;152415;10;1;38,71;;;требуется ремонт;1;0;0;1
5300000;200000;6;1;26,5;;;требуется ремонт;;;;
7550000;160297;;2;47,1;23,5;10,6;требуется ремонт;0;1;0;0
4250000;177083;8;1;24;12;5;требуется ремонт;1;;1;1
8950000;198889;;1;45;15;14;;;;;
9300000;155000;19;2;60;;18;дизайнерский ремонт;0;0;2;0
5300000;158683;8;1;33,4;15,1;9;евроремонт;0;1;1;0
8999000;124986;18;3;72;;10;косметический ремонт;0;1;1;0
6400000;107744;;3;59,4;44,3;6,8;косметический ремонт;;1;1;
7100000;122414;23;1;58;22;17;требуется ремонт;;;1;
6340000;102713;;4;68;53,1;7;косметический ремонт;1;1;1;1
7500000;97561;4;3;82;56;11,2;требуется ремонт;1;;;
5350000;193841;26;;27,6;25;;евроремонт;0;0;1;0
5800000;154667;10;1;37,5;20;10;требуется ремонт;1;0;0;1
6500000;154028;26;1;42,2;15,3;16;евроремонт;0;1;0;0
5400000;129496;9;1;41,7;21,5;10,5;требуется ремонт;1;;;
6300000;129897;18;1;48,5;;20,7;косметический ремонт;1;0;0;1
12200000;128421;;3;95;55,1;16,8;дизайнерский ремонт;;2;;1
4800000;103226;;2;46,5;31,8;9;;;;;
2600000;136842;;;19;14;4;евроремонт;1;0;0;0
6300000;116667;;3;54;33;7;;;;;
15700000;189157;26;3;83;42,8;14;;;2;0;0
11500000;118191;23;2;97,3;60;20;;2;;;2
13000000;198171;26;2;65,6;28;11,3;требуется ремонт;1;;1;1
3900000;126623;;1;30,8;14,2;8;косметический ремонт;;;;
6900000;204142;;1;35;23;12;косметический ремонт;1;;1;
9700000;124359;8;4;78;54;24;требуется ремонт;;;;
5500000;169231;;1;32,5;14,7;8;требуется ремонт;;;1;
4700000;120513;;1;39;11;16;;;;;
6800000;340000;26;1;20;8;5;косметический ремонт;1;0;0;0
5999000;157868;;1;38;;18,1;евроремонт;;1;1;
7700000;141071;18;2;56;;14;евроремонт;0;1;1;0
5250000;170645;14;1;31;12;7;;;;;
8200000;333333;26;;24,9;12;6;евроремонт;;;;
9000000;125000;;3;72;;12;;;;;
4850000;118293;;1;41;19;10;;;;;
6400000;106667;;2;60;32;10;косметический ремонт;;1;;2
5800000;131818;;1;44;17;14;косметический ремонт;1;0;1;0
3650000;121667;4;1;30;17;8;требуется ремонт;1;0;0;0
5420000;169375;8;1;32;16,1;8,3;требуется ремонт;1;;1;
4890000;119268;18;1;41;15;17;требуется ремонт;1;;;1
4990000;121707;18;1;41;15;17;требуется ремонт;0;1;0;1
7750000;198718;;1;39;20;8,6;;;1;0;0
6900000;150327;;2;45,9;26,1;9,1;требуется ремонт;;;;1
10500000;237557;26;1;44,2;20;10;косметический ремонт;0;0;0;0
12500000;117925;23;3;106;61;15;требуется ремонт;0;2;0;1
15000000;107373;25;4;139,7;;12,7;;;;;
9990000;135000;;3;74;47,6;6,7;евроремонт;0;1;;
6100000;122000;16;1;50;;;требуется ремонт;0;0;0;1
5180000;129500;16;1;40;16;14,6;требуется ремонт;1;;;
7050000;156667;8;2;45;26;9;;;1;1;
11400000;117163;23;2;97,3;72,8;19;;;1;1;
7066000;145992;;2;48,4;;10;требуется ремонт;0;1;1;0
5950000;138636;18;1;44;13;20;евроремонт;1;0;1;0
8800000;231579;30;1;38;23;9;дизайнерский ремонт;1;;1;
9000000;199557;19;1;45,1;15,6;14,7;;;;;
6000000;157895;;1;38;23;9;требуется ремонт;1;0;1;0
1499999;20000;;3;130;;;требуется ремонт;;;;
5450000;150552;18;1;36,2;14;10;косметический ремонт;1;;1;
9600000;275676;26;1;37;11;16;косметический ремонт;1;;;
9550000;140441;19;2;68;37;16;;2;;1;
19599000;199990;;3;98;60;12;дизайнерский ремонт;0;0;0;1
18850000;200532;32;3;94;70;16;требуется ремонт;;;;
6600000;161871;19;1;41,7;25;9;евроремонт;1;;1;
5800000;156757;18;1;37;22;15;евроремонт;1;;1;
12000000;134529;19;3;89,2;;12,7;требуется ремонт;0;1;1;0
6150000;128125;;2;48;27;9;косметический ремонт;;1;;1
6500000;125725;;2;51,7;30;8;требуется ремонт;;1;;1
5300000;158635;10;1;33,41;15;10;;;;;
2600000;136842;;;19;18;;евроремонт;1;;;
10300000;160686;;4;64,1;43,6;6;;;1;;1
5650000;157821;18;1;35,8;14;10;косметический ремонт;1;;1;
5800000;162162;18;2;37;20;7;косметический ремонт;1;;;1
5800000;160811;18;2;37;20;7;косметический ремонт;1;;;1
5750000;136905;5;1;42;10;18;;;;;
6100000;103390;;2;59;28;11;;;;;
8600000;119114;18;3;72,2;44,5;10,3;косметический ремонт;;1;;1
4350000;130117;7;1;34,2;18;9;косметический ремонт;1;0;1;0
4300000;164835;18;1;27,3;17,2;;косметический ремонт;1;;1;
5300000;142500;18;1;40;12;13,2;евроремонт;0;1;1;0
4650000;155000;4;1;30;17;8;евроремонт;1;0;1;0
12000000;200000;26;2;60;30,4;13,5;;;;;
9200000;152318;8;2;60,4;34;9;дизайнерский ремонт;2;;1;
13500000;234783;26;2;57,5;30;12,2;косметический ремонт;1;1;0;0
6700000;150327;8;2;45,9;26,1;9,1;требуется ремонт;0;1;0;1
